Year,Month,Monthly anomalies,Monthly uncertainties,Annual anomalies,Annual uncertainties,Five-year  anomalies,Five-year  uncertainties,Ten-year anomalies,Ten-year uncertainties,Twenty-year anomalies,Twenty-year uncertainties
,,,,,,,,,,,
1750,1,-0.478,2.855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1750,2,-1.021,3.388,-0.999,0.942,NaN,NaN,NaN,NaN,NaN,NaN
1750,3,0.22,2.76,-1.014,0.968,NaN,NaN,NaN,NaN,NaN,NaN
1750,4,-0.251,1.968,-1.04,0.98,NaN,NaN,NaN,NaN,NaN,NaN
1750,5,-1.749,1.281,-1.353,0.992,NaN,NaN,NaN,NaN,NaN,NaN
1750,6,-1.246,1.717,-1.338,1.011,NaN,NaN,NaN,NaN,NaN,NaN
1750,7,-0.389,2.652,-1.419,0.999,NaN,NaN,NaN,NaN,NaN,NaN
1750,8,0.002,1.846,-1.571,0.996,NaN,NaN,NaN,NaN,NaN,NaN
1750,9,-1.195,1.744,-1.577,0.968,NaN,NaN,NaN,NaN,NaN,NaN
1750,10,-2.333,1.65,-1.678,0.937,NaN,NaN,NaN,NaN,NaN,NaN
1750,11,-4.594,1.962,-1.629,0.924,NaN,NaN,NaN,NaN,NaN,NaN
1750,12,-3.004,2.219,-1.661,0.929,NaN,NaN,NaN,NaN,NaN,NaN
1751,1,-1.453,3.026,-1.567,0.928,NaN,NaN,NaN,NaN,NaN,NaN
1751,2,-2.852,3.062,-1.605,0.937,NaN,NaN,NaN,NaN,NaN,NaN
1751,3,0.157,2.151,-1.63,0.925,NaN,NaN,NaN,NaN,NaN,NaN
1751,4,-1.47,1.709,-1.66,0.936,NaN,NaN,NaN,NaN,NaN,NaN
1751,5,-1.153,1.344,-1.534,0.938,NaN,NaN,NaN,NaN,NaN,NaN
1751,6,-1.635,1.691,-1.444,0.938,NaN,NaN,NaN,NaN,NaN,NaN
1751,7,0.741,1.535,-1.584,0.963,NaN,NaN,NaN,NaN,NaN,NaN
1751,8,-0.454,1.798,-1.171,0.96,NaN,NaN,NaN,NaN,NaN,NaN
1751,9,-1.498,1.512,-1.17,0.953,NaN,NaN,NaN,NaN,NaN,NaN
1751,10,-2.698,1.877,-1.188,0.968,NaN,NaN,NaN,NaN,NaN,NaN
1751,11,-3.08,1.95,-1.123,0.977,NaN,NaN,NaN,NaN,NaN,NaN
1751,12,-1.925,2.92,-0.973,1.006,NaN,NaN,NaN,NaN,NaN,NaN
1752,1,-3.124,2.973,-0.975,0.956,NaN,NaN,NaN,NaN,NaN,NaN
1752,2,2.102,3.872,-1.025,0.956,NaN,NaN,NaN,NaN,NaN,NaN
1752,3,0.164,2.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,4,-1.684,1.659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,5,-0.372,1.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,6,0.159,1.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,7,0.722,1.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,8,-1.054,1.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,10,-1.495,1.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,11,-0.108,1.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,12,-1.046,2.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1753,1,-0.648,3.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1753,2,-1.288,3.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1753,3,0.764,3.811,-0.788,0.85,NaN,NaN,NaN,NaN,NaN,NaN
1753,4,-1.048,1.465,-0.726,0.842,NaN,NaN,NaN,NaN,NaN,NaN
1753,5,-0.327,1.568,-0.83,0.844,NaN,NaN,NaN,NaN,NaN,NaN
1753,6,-0.653,3.365,-1.076,1.437,NaN,NaN,NaN,NaN,NaN,NaN
1753,7,-0.485,2.614,-1.06,1.083,NaN,NaN,NaN,NaN,NaN,NaN
1753,8,-1.438,3.609,-1.177,0.954,NaN,NaN,NaN,NaN,NaN,NaN
1753,9,-1.669,3.415,-1.362,0.919,NaN,NaN,NaN,NaN,NaN,NaN
1753,10,-0.756,2.33,-1.025,0.925,NaN,NaN,NaN,NaN,NaN,NaN
1753,11,-1.351,2.12,-0.955,1.053,NaN,NaN,NaN,NaN,NaN,NaN
1753,12,-4.007,4.574,-0.923,1.026,NaN,NaN,NaN,NaN,NaN,NaN
1754,1,-0.447,5.302,-0.891,1.172,NaN,NaN,NaN,NaN,NaN,NaN
1754,2,-2.697,5.556,-0.921,1.247,NaN,NaN,NaN,NaN,NaN,NaN
1754,3,-1.448,4.462,-0.95,1.321,NaN,NaN,NaN,NaN,NaN,NaN
1754,4,2.993,3.689,-0.89,1.537,NaN,NaN,NaN,NaN,NaN,NaN
1754,5,0.506,2.113,-0.804,1.564,NaN,NaN,NaN,NaN,NaN,NaN
1754,6,-0.267,3.897,-0.488,1.28,NaN,NaN,NaN,NaN,NaN,NaN
1754,7,-0.103,1.483,-0.51,1.7,NaN,NaN,NaN,NaN,NaN,NaN
1754,8,-1.795,2.418,-0.469,1.894,NaN,NaN,NaN,NaN,NaN,NaN
1754,9,-2.01,2.337,-0.498,1.639,NaN,NaN,NaN,NaN,NaN,NaN
1754,10,-0.044,2.14,-0.753,1.061,NaN,NaN,NaN,NaN,NaN,NaN
1754,11,-0.317,2.601,-0.777,0.855,NaN,NaN,NaN,NaN,NaN,NaN
1754,12,-0.21,2.312,-0.723,0.85,NaN,NaN,NaN,NaN,NaN,NaN
1755,1,-0.712,2.946,-0.675,0.837,NaN,NaN,NaN,NaN,NaN,NaN
1755,2,-2.214,2.999,-0.646,0.855,NaN,NaN,NaN,NaN,NaN,NaN
1755,3,-1.788,2.164,-0.614,0.879,-0.499,0.603,NaN,NaN,NaN,NaN
1755,4,-0.065,1.285,-0.464,1.03,-0.538,0.603,NaN,NaN,NaN,NaN
1755,5,0.216,1.304,-0.545,1.018,-0.572,0.606,NaN,NaN,NaN,NaN
1755,6,0.384,4.193,-0.698,0.91,-0.603,0.639,NaN,NaN,NaN,NaN
1755,7,0.473,1.567,-0.574,1.103,-0.664,0.63,NaN,NaN,NaN,NaN
1755,8,-1.454,1.415,-0.159,1.816,-0.689,0.644,NaN,NaN,NaN,NaN
1755,9,-1.623,1.672,-0.05,2.089,-0.73,0.665,NaN,NaN,NaN,NaN
1755,10,1.753,2.108,0.031,1.698,-0.738,0.639,NaN,NaN,NaN,NaN
1755,11,-1.293,2.3,0.064,1.658,-0.779,0.664,NaN,NaN,NaN,NaN
1755,12,-2.046,4.72,0.029,1.528,-0.788,0.639,NaN,NaN,NaN,NaN
1756,1,0.785,2.931,-0.048,1.566,-0.804,0.633,NaN,NaN,NaN,NaN
1756,2,2.767,4.617,-0.051,1.709,-0.833,0.623,NaN,NaN,NaN,NaN
1756,3,-0.479,4.225,0.002,1.69,-0.85,0.605,NaN,NaN,NaN,NaN
1756,4,0.9,2.282,-0.26,1.86,-0.893,0.596,NaN,NaN,NaN,NaN
1756,5,0.609,4.766,-0.344,1.588,-0.888,0.616,NaN,NaN,NaN,NaN
1756,6,-0.025,2.388,-0.418,1.784,-0.851,0.673,NaN,NaN,NaN,NaN
1756,7,-0.462,1.558,-0.689,1.463,-0.82,0.733,NaN,NaN,NaN,NaN
1756,8,-1.486,2.473,-0.819,1.244,-0.754,0.825,NaN,NaN,NaN,NaN
1756,9,-0.992,1.563,-0.85,1.027,-0.744,0.886,NaN,NaN,NaN,NaN
1756,10,-1.389,2.993,-0.938,1.02,-0.831,0.967,NaN,NaN,NaN,NaN
1756,11,-2.292,3.516,-0.961,0.956,-0.878,1.023,NaN,NaN,NaN,NaN
1756,12,-2.94,2.219,-0.795,0.987,-0.881,0.989,NaN,NaN,NaN,NaN
1757,1,-2.47,5.257,-0.61,1.064,-0.92,1.027,NaN,NaN,NaN,NaN
1757,2,1.211,2.978,-0.31,1.085,-0.897,1.001,NaN,NaN,NaN,NaN
1757,3,-0.849,2.415,-0.144,1.099,-0.882,0.989,NaN,NaN,NaN,NaN
1757,4,-0.155,1.456,-0.35,1.216,-0.917,1.052,NaN,NaN,NaN,NaN
1757,5,0.325,2.409,-0.338,1.278,-0.961,1.093,NaN,NaN,NaN,NaN
1757,6,1.969,3.549,-0.333,0.927,-1.041,1.17,NaN,NaN,NaN,NaN
1757,7,1.757,2.465,-0.49,0.999,-1.104,1.368,NaN,NaN,NaN,NaN
1757,8,2.116,3.115,-0.822,0.962,-1.075,1.451,NaN,NaN,NaN,NaN
1757,9,1.005,2.175,-0.892,0.96,-1.103,1.421,-1.088,0.587,NaN,NaN
1757,10,-3.87,1.682,-1.006,1.096,-1.136,1.357,-1.102,0.592,NaN,NaN
1757,11,-2.142,2.661,-1.263,1.189,-1.17,1.339,-1.102,0.599,NaN,NaN
1757,12,-2.881,4.573,-1.527,1.026,-1.213,1.334,-1.11,1.167,NaN,NaN
1758,1,-4.35,2.822,-1.796,0.985,-1.266,1.485,-1.129,1.167,NaN,NaN
1758,2,-2.78,3.045,-2.237,0.986,-1.274,1.525,-1.141,1.219,NaN,NaN
1758,3,-1.688,2.265,-2.544,1.011,-1.288,1.561,-1.182,1.256,NaN,NaN
1758,4,-1.524,4.156,-2.501,1.011,-1.366,1.639,-1.188,1.213,NaN,NaN
1758,5,-2.755,4.122,-2.411,1.27,-1.367,1.633,-1.201,1.231,NaN,NaN
1758,6,-1.206,1.164,-2.318,1.694,-1.384,1.565,-1.215,1.251,NaN,NaN
1758,7,-1.468,2.945,-1.837,1.779,-1.442,1.619,-1.199,1.236,NaN,NaN
1758,8,-3.175,2.779,-1.502,2.037,-1.511,1.543,-1.199,1.247,NaN,NaN
1758,9,-2.672,1.538,-1.429,2.152,-1.498,1.521,-1.199,1.229,NaN,NaN
1758,10,-3.355,1.745,-1.489,2.099,-1.536,1.524,-1.218,1.253,NaN,NaN
1758,11,-1.06,4.85,-1.451,2.008,-1.532,1.472,-1.227,1.251,NaN,NaN
1758,12,-1.769,3.69,-1.387,2.074,-1.494,1.412,-1.203,1.291,NaN,NaN
1759,1,1.421,3.322,-1.469,2.24,-1.432,1.37,-1.216,1.353,NaN,NaN
1759,2,1.243,4.453,-1.242,2.062,-1.418,1.411,-1.175,1.385,NaN,NaN
1759,3,-0.812,2.315,-1.111,2.139,-1.413,1.472,-1.171,1.413,NaN,NaN
1759,4,-2.248,3.458,-1.008,2.376,-1.448,1.521,-1.206,1.464,NaN,NaN
1759,5,-2.299,2.961,-1.169,2.295,-1.432,1.593,-1.224,1.51,NaN,NaN
1759,6,-0.436,1.771,-1.436,2.552,-1.483,1.56,-1.244,1.496,NaN,NaN
1759,7,-2.448,2.996,-1.932,2.648,-1.399,1.587,-1.258,1.527,NaN,NaN
1759,8,-0.46,4.039,-2.071,2.251,-1.408,1.582,-1.256,1.515,NaN,NaN
1759,9,-1.098,2.103,-2.293,2.02,-1.429,1.577,-1.252,1.492,NaN,NaN
1759,10,-2.122,3.464,-2.277,1.935,-1.433,1.62,-1.246,1.504,NaN,NaN
1759,11,-2.988,3.71,-2.239,2.018,-1.463,1.652,-1.248,1.5,NaN,NaN
1759,12,-4.976,3.129,-2.386,2.189,-1.518,1.669,-1.233,1.486,NaN,NaN
1760,1,-4.524,3.872,-2.408,2.734,-1.574,1.665,-1.216,1.541,NaN,NaN
1760,2,-0.431,3.438,-2.531,2.884,-1.619,1.643,-1.198,1.614,NaN,NaN
1760,3,-3.468,3.363,-2.645,3.055,-1.676,1.69,-1.175,1.613,NaN,NaN
1760,4,-2.058,2.317,-2.709,2.83,-1.665,1.705,-1.171,1.568,NaN,NaN
1760,5,-1.843,4.016,-2.573,2.621,-1.633,1.795,-1.182,1.531,NaN,NaN
1760,6,-2.207,3.796,-2.416,2.136,-1.617,1.883,-1.212,1.541,NaN,NaN
1760,7,-2.707,1.436,-2.26,2.205,-1.593,1.898,-1.225,1.537,NaN,NaN
1760,8,-1.94,2.585,-2.339,2.248,-1.592,1.978,-1.219,1.553,NaN,NaN
1760,9,-2.469,3.536,-2.028,2.563,-1.634,2.016,-1.216,1.551,NaN,NaN
1760,10,-2.884,1.64,-1.972,2.457,-1.638,1.974,-1.24,1.594,NaN,NaN
1760,11,-1.363,1.985,-1.747,2.21,-1.624,1.965,-1.231,1.598,NaN,NaN
1760,12,-3.082,2.537,-1.373,1.794,-1.642,2.049,-1.22,1.56,NaN,NaN
1761,1,-2.657,4.526,-0.877,1.075,-1.594,2.044,-1.254,1.579,NaN,NaN
1761,2,-1.375,3.135,-0.771,1.178,-1.566,2.082,-1.271,1.552,NaN,NaN
1761,3,0.261,2.617,-0.623,1.25,-1.548,2.09,-1.266,1.532,NaN,NaN
1761,4,-1.383,1.417,-0.67,1.277,-1.542,2.166,-1.28,1.549,NaN,NaN
1761,5,0.849,1.338,-0.668,1.349,-1.565,2.104,-1.289,1.529,NaN,NaN
1761,6,2.287,2.613,-0.912,1.678,-1.556,2.082,-1.295,1.545,NaN,NaN
1761,7,3.249,3.384,-0.479,1.268,-1.613,2.115,-1.305,1.564,NaN,NaN
1761,8,-0.668,1.656,-0.307,1.343,-1.597,2.06,-1.297,1.566,NaN,NaN
1761,9,-0.694,1.455,-0.502,1.184,-1.598,2.044,-1.289,1.571,NaN,NaN
1761,10,-3.455,1.981,-0.419,1.33,-1.582,2.048,-1.286,1.587,NaN,NaN
1761,11,-1.334,2.699,-0.614,1.555,-1.57,2.078,-1.254,1.611,NaN,NaN
1761,12,-6.007,2.243,-0.916,2.005,-1.607,2.089,-1.238,1.544,NaN,NaN
1762,1,2.538,4.487,-1.322,2.326,-1.595,2.106,-1.247,1.571,NaN,NaN
1762,2,0.686,3.214,-1.313,2.055,-1.615,2.114,-1.26,1.549,NaN,NaN
1762,3,-2.079,2.459,-1.46,1.96,-1.623,2.082,-1.246,1.532,NaN,NaN
1762,4,-0.386,3.38,-1.438,1.97,-1.575,2.031,-1.265,1.55,NaN,NaN
1762,5,-1.497,4.249,-1.342,2.14,-1.535,1.978,-1.283,1.537,NaN,NaN
1762,6,-1.337,4.642,-1.005,1.916,-1.425,1.864,-1.295,1.525,NaN,NaN
1762,7,-1.614,2.287,-1.456,2.194,-1.327,1.771,-1.323,1.534,NaN,NaN
1762,8,-0.563,1.825,-1.742,2.602,-1.321,1.83,-1.336,1.527,NaN,NaN
1762,9,-2.453,3.864,-1.918,2.846,-1.248,1.86,-1.349,1.521,-1.13,0.551
1762,10,-3.199,2.36,-2.031,2.687,-1.206,1.838,-1.319,1.514,-1.123,0.552
1762,11,-0.186,4.424,-2.069,2.623,-1.193,1.781,-1.283,1.502,-1.114,0.547
1762,12,-1.953,2.775,-2.146,2.733,-1.21,1.807,-1.277,1.519,-1.099,1.009
1763,1,-2.883,3.357,-1.898,2.625,-1.183,1.644,-1.283,1.543,-1.11,1.026
1763,2,-2.736,2.826,-1.971,2.905,-1.164,1.634,-1.289,1.579,-1.113,1.039
1763,3,-4.193,2.716,-1.9,2.677,-1.143,1.594,-1.306,1.608,-1.122,1.054
1763,4,-1.75,1.699,-1.886,2.969,-1.115,1.601,-1.306,1.581,-1.113,1.026
1763,5,-1.951,3.473,-2.073,2.689,-1.096,1.615,-1.307,1.568,-1.106,1.027
1763,6,-2.261,1.694,-2.01,2.664,-1.057,1.608,-1.31,1.567,-1.108,1.017
1763,7,1.368,1.493,-1.937,2.846,-1.067,1.589,-1.304,1.561,-1.107,1.014
1763,8,-1.445,1.713,-1.525,2.454,-1.031,1.61,-1.289,1.55,-1.103,1.006
1763,9,-1.599,1.891,-1.251,2.323,-1.035,1.595,-1.279,1.537,-1.095,1
1763,10,-3.036,5.438,-1.211,2.486,-1.023,1.626,-1.263,1.526,-1.091,0.994
1763,11,-2.423,2.066,-1.178,2.591,-1.046,1.64,-1.264,1.479,-1.095,1.004
1763,12,-1.194,2.776,-1.215,2.322,-1.096,1.734,-1.254,1.449,-1.069,1.012
1764,1,-2.015,4.826,-1.474,2.57,-1.178,1.82,-1.267,1.46,-1.081,1.017
1764,2,2.215,3.794,-1.487,2.252,-1.176,1.777,-1.288,1.441,-1.066,1.023
1764,3,-0.903,2.946,-1.485,2.189,-1.165,1.723,-1.291,1.443,-1.061,1.036
1764,4,-1.281,3.587,-1.171,1.862,-1.123,1.703,-1.269,1.409,-1.068,1.057
1764,5,-1.552,1.638,-1.016,1.833,-1.077,1.68,-1.24,1.346,-1.048,1.046
1764,6,-2.699,2.416,-0.784,1.645,-0.993,1.585,-1.228,1.327,-1.04,1.028
1764,7,-1.741,3.721,-0.502,1.389,-1.095,1.605,-1.212,1.303,-1.033,1.022
1764,8,-1.602,1.156,-0.692,1.319,-1.111,1.567,-1.214,1.293,-1.025,1.022
1764,9,-1.581,2.129,-0.543,1.229,-1.063,1.541,-1.212,1.289,-1.023,1.022
1764,10,0.74,2.316,-0.395,1.078,-1.098,1.53,-1.228,1.266,-1.026,1.036
1764,11,-0.57,2.026,-0.357,0.869,-1.103,1.473,-1.23,1.248,-1.037,1.044
1764,12,1.594,2.481,-0.399,0.976,-1.072,1.432,-1.224,1.217,-1.049,1.043
1765,1,1.364,6.069,-0.345,0.841,-1.071,1.454,-1.191,1.178,-1.041,1.085
1765,2,-0.06,3.463,-0.278,0.843,-1.053,1.462,-1.186,1.199,-1.022,1.117
1765,3,0.882,2.018,-0.246,0.873,-1.021,1.408,-1.193,1.21,-1.009,1.119
1765,4,0.495,1.371,-0.41,0.919,-0.972,1.382,-1.167,1.172,-1.015,1.1
1765,5,-1.094,1.603,-0.38,1.004,-0.934,1.277,-1.166,1.15,-1.02,1.087
1765,6,-3.207,1.512,-0.574,1.034,-0.937,1.226,-1.166,1.143,-1.03,1.085
1765,7,-1.088,1.276,-0.962,1.378,-0.973,1.255,-1.171,1.103,-1.033,1.09
1765,8,-0.8,1.796,-0.889,1.272,-0.986,1.245,-1.176,1.11,-1.027,1.096
1765,9,-1.201,1.436,-0.959,1.332,-0.977,1.262,-1.164,1.09,-1.025,1.096
1765,10,-1.218,1.563,-1.06,1.461,-0.974,1.25,-1.141,1.089,-1.028,1.117
1765,11,-0.221,2.372,-1.01,1.534,-0.989,1.235,-1.13,1.07,-1.014,1.122
1765,12,-0.728,2.319,-0.802,1.46,-0.979,1.155,-1.094,1.048,-1.014,1.11
1766,1,-3.29,4.482,-0.852,1.718,-1.013,1.146,-1.052,0.996,-1.033,1.121
1766,2,0.808,2.969,-0.829,1.772,-1.012,1.093,-1.079,1.013,-1.041,1.103
1766,3,0.042,2.284,-0.733,1.82,-1.009,1.064,-1.113,1.016,-1.047,1.089
1766,4,-0.717,2.774,-0.712,1.751,-0.983,0.98,-1.126,1.032,-1.059,1.091
1766,5,-0.486,1.958,-0.571,1.639,-0.962,0.951,-1.149,1.061,-1.07,1.071
1766,6,-0.713,4.369,-0.592,1.575,-0.952,0.92,-1.169,1.073,-1.069,1.069
1766,7,-1.689,3.13,-0.615,1.355,-0.92,0.906,-1.204,1.099,-1.072,1.073
1766,8,-0.526,2.531,-0.707,1.172,-0.979,0.919,-1.199,1.07,-1.064,1.074
1766,9,-0.043,2.021,-0.643,0.966,-0.984,0.936,-1.2,1.037,-1.068,1.076
1766,10,-0.968,1.522,-0.794,1.004,-0.956,0.876,-1.163,1.033,-1.069,1.09
1766,11,1.471,2.462,-0.898,0.962,-0.911,0.758,-1.164,1.021,-1.063,1.11
1766,12,-0.977,2.808,-0.798,0.882,-0.849,0.731,-1.121,0.986,-1.047,1.085
1767,1,-3.569,4.538,-0.789,0.88,-0.828,0.686,-1.151,1.032,-1.025,1.102
1767,2,-0.303,3.882,-0.699,0.844,-0.813,0.672,-1.177,1.068,-1.026,1.101
1767,3,0.811,4.175,-0.741,0.772,-0.802,0.7,-1.187,1.076,-1.028,1.105
1767,4,-2.523,4.044,-0.681,0.757,-0.881,0.705,-1.184,1.05,-1.04,1.107
1767,5,-1.742,1.35,-0.629,0.761,-0.925,0.714,-1.192,1.026,-1.046,1.101
1767,6,0.492,2.654,-0.725,0.776,-1.023,0.751,-1.194,1.023,-1.062,1.092
1767,7,-1.578,3.247,-0.847,0.899,-1.054,0.784,-1.182,1.032,-1.079,1.092
1767,8,0.552,1.929,-1.114,1.127,-1.05,0.777,-1.178,1.023,-1.096,1.087
1767,9,-0.541,1.981,-1.49,1.463,-1.138,0.781,-1.173,0.996,-1.105,1.087
1767,10,-0.257,1.946,-1.407,1.324,-1.127,0.763,-1.145,0.99,-1.101,1.089
1767,11,2.104,4.998,-1.501,1.439,-1.139,0.765,-1.125,0.949,-1.096,1.098
1767,12,-2.138,3.031,-1.681,1.364,-1.123,0.763,-1.088,0.928,-1.085,1.113
1768,1,-5.033,4.552,-1.603,1.166,-1.16,0.805,-1.092,0.954,-1.067,1.112
1768,2,-3.506,5.462,-1.769,1.145,-1.187,0.826,-1.085,0.931,-1.048,1.109
1768,3,-3.699,3.764,-1.842,1.059,-1.186,0.836,-1.062,0.926,-1.05,1.109
1768,4,-1.523,1.637,-1.941,1.039,-1.168,0.833,-1.039,0.915,-1.038,1.096
1768,5,-2.872,2.59,-2.215,1.255,-1.164,0.815,-1.011,0.902,-1.032,1.084
1768,6,-1.673,1.161,-2.085,1.32,-1.131,0.795,-1.001,0.871,-1.038,1.088
1768,7,-0.639,1.632,-1.676,1.273,-1.037,0.744,-1.014,0.879,-1.032,1.095
1768,8,-1.437,1.626,-1.493,1.049,-1.128,0.752,-1.006,0.859,-1.028,1.092
1768,9,-1.413,2.015,-1.283,1.053,-1.192,0.77,-0.991,0.865,-1.014,1.095
1768,10,-1.449,1.991,-1.124,1.015,-1.228,0.778,-0.964,0.839,-1.007,1.1
1768,11,-1.189,2.552,-0.79,1.212,-1.251,0.797,-0.963,0.857,-1.013,1.088
1768,12,-0.576,2.78,-0.566,1.334,-1.242,0.776,-0.934,0.839,-1.014,1.078
1769,1,-0.121,3.842,-0.552,1.315,-1.231,0.759,-0.945,0.797,-1.028,1.078
1769,2,-1.312,2.653,-0.488,1.426,-1.223,0.758,-0.956,0.78,-1.029,1.069
1769,3,-1.177,2.198,-0.448,1.326,-1.236,0.768,-0.952,0.779,-1.025,1.069
1769,4,0.383,1.876,-0.662,1.365,-1.204,0.768,-0.929,0.775,-1.015,1.06
1769,5,1.131,1.79,-0.829,1.257,-1.252,0.781,-0.872,0.728,-0.998,1.051
1769,6,1.014,1.864,-1.137,1.179,-1.25,0.804,-0.837,0.712,-1.005,1.052
1769,7,-0.465,1.321,-1.172,1.35,-1.208,0.794,-0.808,0.685,-1.002,1.048
1769,8,-0.676,1.877,-1.048,1.358,-1.244,0.857,-0.795,0.689,-1.004,1.054
1769,9,-0.925,1.53,-1.313,1.475,-1.311,0.894,-0.793,0.706,-0.999,1.052
1769,10,-4.02,2.662,-1.252,1.691,-1.27,0.841,-0.806,0.718,-0.991,1.049
1769,11,-3.19,2.262,-1.493,1.368,-1.281,0.851,-0.825,0.73,-0.98,1.04
1769,12,-4.272,3.028,-1.766,1.291,-1.316,0.86,-0.865,0.738,-0.965,1.024
1770,1,-0.539,3.84,-2.002,1.242,-1.292,0.846,-0.866,0.763,-0.948,1.018
1770,2,0.168,2.89,-2.152,1.331,-1.303,0.829,-0.846,0.759,-0.944,1.025
1770,3,-4.357,2.35,-2.167,1.367,-1.325,0.833,-0.842,0.764,-0.932,1.034
1770,4,1.118,4.697,-1.843,1.28,-1.317,0.856,-0.859,0.765,-0.907,1.031
1770,5,-1.762,1.529,-1.576,1.211,-1.317,0.885,-0.859,0.769,-0.887,1.021
1770,6,-2.266,2.893,-1.114,1.146,-1.239,0.887,-0.848,0.764,-0.878,1.011
1770,7,-3.297,1.425,-0.873,1.17,-1.21,0.877,-0.842,0.777,-0.863,0.98
1770,8,-2.468,3.065,-1.276,1.171,-1.185,0.837,-0.834,0.776,-0.86,0.977
1770,9,-1.104,2.062,-1.228,1.111,-1.146,0.833,-0.834,0.778,-0.863,0.964
1770,10,-0.132,1.723,-1.562,1.183,-1.104,0.828,-0.816,0.78,-0.848,0.965
1770,11,0.009,2.982,-1.574,1.35,-1.032,0.818,-0.797,0.785,-0.842,0.964
1770,12,1.27,4.321,-1.399,1.183,-1.023,0.827,-0.808,0.792,-0.836,0.967
1771,1,2.352,4.867,-1.207,1.044,-1.016,0.831,-0.811,0.789,-0.826,0.951
1771,2,-4.665,3.137,-1.006,0.987,-1,0.826,-0.812,0.779,-0.824,0.954
1771,3,-3.784,2.952,-0.981,0.953,-0.972,0.841,-0.828,0.773,-0.828,0.947
1771,4,-2.884,2.971,-0.891,0.94,-0.946,0.855,-0.838,0.765,-0.829,0.944
1771,5,-1.908,1.398,-1.011,1.007,-0.963,0.897,-0.851,0.754,-0.835,0.942
1771,6,-0.17,1.532,-1.188,1.212,-0.916,0.877,-0.844,0.739,-0.852,0.948
1771,7,-0.984,1.279,-1.473,1.599,-0.969,0.824,-0.838,0.731,-0.866,0.959
1771,8,-0.064,1.517,-1.288,1.801,-0.933,0.785,-0.83,0.73,-0.861,0.942
1771,9,-0.804,1.64,-1.24,1.645,-0.92,0.771,-0.847,0.732,-0.865,0.934
1771,10,0.954,1.47,-1.007,1.434,-0.902,0.797,-0.852,0.742,-0.853,0.93
1771,11,-1.436,2.054,-1.044,1.174,-0.833,0.79,-0.872,0.753,-0.841,0.924
1771,12,-0.845,2.867,-1.165,1.396,-0.824,0.78,-0.857,0.761,-0.818,0.898
1772,1,-1.071,5.291,-1.097,1.519,-0.788,0.773,-0.803,0.765,-0.837,0.912
1772,2,-2.446,6.25,-1.099,1.474,-0.777,0.795,-0.793,0.777,-0.849,0.905
1772,3,-3.212,2.109,-1.187,1.474,-0.784,0.805,-0.81,0.798,-0.851,0.92
1772,4,-0.087,1.459,-1.25,1.447,-0.73,0.82,-0.815,0.783,-0.849,0.905
1772,5,-2.355,1.411,-0.953,1.329,-0.726,0.834,-0.809,0.785,-0.842,0.89
1772,6,-1.613,3.845,-0.67,1.281,-0.707,0.805,-0.829,0.782,-0.836,0.872
1772,7,-0.169,2.92,-0.858,1.378,-0.678,0.839,-0.836,0.774,-0.832,0.868
1772,8,-0.087,2.093,-0.821,1.271,-0.642,0.838,-0.856,0.772,-0.824,0.867
1772,9,-1.862,1.782,-0.665,1.277,-0.546,0.848,-0.862,0.778,-0.812,0.855
1772,10,0.192,1.929,-0.575,1.216,-0.592,0.895,-0.883,0.786,-0.802,0.857
1772,11,2.132,3.492,-0.259,1.249,-0.58,0.897,-0.908,0.813,-0.807,0.845
1772,12,2.551,2.906,-0.22,1.106,-0.573,0.905,-0.894,0.817,-0.806,0.838
1773,1,-3.33,2.858,-0.223,1.052,-0.524,0.866,-0.851,0.791,-0.809,0.83
1773,2,-2.006,3.093,-0.257,1.07,-0.481,0.84,-0.807,0.749,-0.792,0.815
1773,3,-1.339,2.197,-0.077,1.135,-0.483,0.841,-0.794,0.732,-0.779,0.81
1773,4,0.998,1.876,-0.083,1.133,-0.463,0.853,-0.771,0.73,-0.773,0.808
1773,5,1.436,1.673,-0.445,1.472,-0.43,0.919,-0.757,0.722,-0.763,0.798
1773,6,-1.145,1.173,-0.47,1.439,-0.485,0.983,-0.765,0.732,-0.748,0.778
1773,7,-0.207,1.721,-0.47,1.006,-0.585,1.07,-0.761,0.745,-0.759,0.777
1773,8,-0.49,1.498,-0.232,0.871,-0.496,1.029,-0.766,0.748,-0.753,0.761
1773,9,0.296,1.91,-0.154,0.851,-0.465,0.984,-0.749,0.759,-0.756,0.761
