Year,Month,Monthly anomalies,Monthly uncertainties,Annual anomalies,Annual uncertainties,Five-year  anomalies,Five-year  uncertainties,Ten-year anomalies,Ten-year uncertainties,Twenty-year anomalies,Twenty-year uncertainties
1937,5,-0.347,0.326,-0.512,0.277,-0.404,0.178,-0.262,0.154,-0.213,0.155
1937,6,0.271,0.61,-0.592,0.256,-0.408,0.173,-0.267,0.153,-0.208,0.154
1937,7,-0.433,0.398,-0.569,0.257,-0.376,0.168,-0.283,0.151,-0.203,0.154
1937,8,1.083,0.587,-0.706,0.24,-0.389,0.167,-0.289,0.148,-0.197,0.153
1937,9,0.311,0.281,-0.462,0.271,-0.415,0.17,-0.299,0.145,-0.198,0.152
1937,10,-0.772,0.536,-0.254,0.256,-0.387,0.171,-0.299,0.144,-0.202,0.15
1937,11,-0.414,0.424,-0.099,0.289,-0.38,0.173,-0.287,0.145,-0.195,0.151
1937,12,-1.4,0.335,-0.281,0.274,-0.396,0.176,-0.292,0.146,-0.197,0.151
1938,1,-0.643,0.402,-0.226,0.29,-0.382,0.178,-0.274,0.145,-0.195,0.151
1938,2,-2,0.385,-0.252,0.271,-0.385,0.179,-0.274,0.143,-0.2,0.151
1938,3,0.836,0.399,-0.165,0.286,-0.381,0.18,-0.267,0.143,-0.206,0.151
1938,4,0.458,0.354,-0.034,0.296,-0.367,0.179,-0.261,0.144,-0.198,0.15
1938,5,1.518,0.664,-0.127,0.297,-0.355,0.178,-0.234,0.14,-0.198,0.149
1938,6,-1.919,0.344,-0.058,0.289,-0.352,0.178,-0.23,0.138,-0.191,0.15
1938,7,0.237,0.259,0.067,0.298,-0.341,0.18,-0.228,0.134,-0.19,0.15
1938,8,0.766,0.454,0.211,0.296,-0.326,0.176,-0.229,0.132,-0.198,0.15
1938,9,1.357,0.441,-0.105,0.284,-0.282,0.171,-0.221,0.13,-0.201,0.15
1938,10,0.792,0.512,-0.302,0.282,-0.235,0.169,-0.219,0.128,-0.203,0.149
1938,11,-1.523,0.421,-0.34,0.262,-0.24,0.167,-0.214,0.128,-0.208,0.149
1938,12,-0.576,0.313,-0.297,0.261,-0.217,0.166,-0.21,0.13,-0.205,0.149
1939,1,0.856,0.395,-0.315,0.251,-0.171,0.178,-0.206,0.13,-0.197,0.148
1939,2,-0.269,0.352,-0.245,0.256,-0.149,0.179,-0.221,0.133,-0.192,0.149
1939,3,-2.961,0.378,-0.321,0.232,-0.131,0.182,-0.224,0.132,-0.199,0.15
1939,4,-1.903,0.221,-0.313,0.228,-0.087,0.185,-0.234,0.131,-0.197,0.15
1939,5,1.057,0.325,-0.233,0.194,-0.078,0.184,-0.218,0.131,-0.197,0.15
1939,6,-1.4,0.536,-0.174,0.171,-0.055,0.179,-0.219,0.131,-0.195,0.15
1939,7,0.027,0.318,-0.231,0.149,-0.059,0.179,-0.222,0.131,-0.196,0.151
1939,8,1.6,0.633,-0.293,0.15,-0.047,0.173,-0.215,0.133,-0.194,0.151
1939,9,0.445,0.287,-0.229,0.153,0.004,0.173,-0.22,0.133,-0.195,0.15
1939,10,0.889,0.418,-0.214,0.157,0.056,0.169,-0.22,0.133,-0.195,0.148
1939,11,-0.558,0.343,-0.252,0.159,0.073,0.171,-0.214,0.135,-0.203,0.147
1939,12,0.124,0.281,-0.107,0.121,0.087,0.171,-0.213,0.134,-0.201,0.146
1940,1,0.178,0.217,-0.068,0.105,0.079,0.169,-0.216,0.134,-0.194,0.146
1940,2,-1.016,0.387,-0.237,0.136,0.047,0.16,-0.226,0.135,-0.202,0.146
1940,3,-2.192,0.41,-0.291,0.128,0.025,0.156,-0.219,0.137,-0.21,0.144
1940,4,-1.726,0.209,-0.364,0.123,0.039,0.151,-0.205,0.14,-0.214,0.145
1940,5,0.604,0.178,-0.268,0.109,0.058,0.152,-0.208,0.141,-0.211,0.144
1940,6,0.341,0.46,-0.312,0.122,0.066,0.152,-0.214,0.141,-0.205,0.143
1940,7,0.496,0.307,-0.388,0.131,0.085,0.153,-0.214,0.142,-0.202,0.143
1940,8,-0.435,0.439,-0.268,0.132,0.118,0.152,-0.21,0.142,-0.204,0.142
1940,9,-0.194,0.245,0.055,0.121,0.114,0.153,-0.213,0.142,-0.208,0.14
1940,10,0.011,0.471,0.361,0.127,0.083,0.158,-0.216,0.142,-0.213,0.137
1940,11,0.592,0.416,0.4,0.139,0.068,0.156,-0.221,0.143,-0.214,0.135
1940,12,-0.398,0.441,0.278,0.125,0.096,0.156,-0.231,0.143,-0.218,0.133
1941,1,-0.735,0.239,0.394,0.173,0.086,0.153,-0.215,0.146,-0.227,0.132
1941,2,0.426,0.236,0.521,0.196,0.057,0.142,-0.2,0.144,-0.222,0.13
1941,3,1.683,0.3,0.593,0.205,0.035,0.132,-0.199,0.143,-0.221,0.128
1941,4,1.946,0.312,0.783,0.199,0.012,0.121,-0.182,0.145,-0.236,0.127
1941,5,1.071,0.325,0.749,0.184,0.037,0.112,-0.195,0.146,-0.238,0.126
1941,6,-1.121,0.363,0.863,0.162,0.057,0.108,-0.177,0.147,-0.244,0.127
1941,7,1.885,1,0.825,0.148,0.03,0.105,-0.173,0.148,-0.24,0.128
1941,8,1.09,0.26,0.819,0.157,0.017,0.103,-0.17,0.147,-0.241,0.127
1941,9,0.669,0.262,0.761,0.162,0.037,0.1,-0.165,0.147,-0.237,0.126
1941,10,2.293,0.301,0.689,0.176,0.042,0.099,-0.16,0.148,-0.224,0.126
1941,11,0.177,0.198,0.658,0.191,0.043,0.097,-0.163,0.149,-0.216,0.124
1941,12,0.968,0.181,0.843,0.191,0.05,0.095,-0.163,0.149,-0.217,0.124
1942,1,-1.188,0.252,0.607,0.136,0.039,0.096,-0.164,0.149,-0.221,0.123
1942,2,0.357,0.313,0.447,0.121,0.015,0.094,-0.162,0.15,-0.21,0.122
1942,3,0.982,0.457,0.311,0.104,0.003,0.095,-0.14,0.151,-0.214,0.122
1942,4,1.086,0.212,0.124,0.094,-0.031,0.094,-0.115,0.149,-0.206,0.122
1942,5,0.699,0.466,0.168,0.161,-0.024,0.097,-0.106,0.148,-0.199,0.122
1942,6,1.104,0.238,0.01,0.2,-0.019,0.1,-0.094,0.145,-0.21,0.12
1942,7,-0.954,0.501,0.15,0.227,-0.057,0.104,-0.082,0.143,-0.214,0.119
1942,8,-0.826,0.339,0.12,0.273,-0.063,0.108,-0.085,0.14,-0.216,0.118
1942,9,-0.965,0.163,0.087,0.323,-0.023,0.111,-0.092,0.139,-0.213,0.117
1942,10,0.045,0.917,-0.119,0.387,-0.023,0.116,-0.095,0.136,-0.211,0.116
1942,11,0.706,0.903,-0.128,0.446,-0.035,0.117,-0.087,0.136,-0.209,0.116
1942,12,-0.928,0.503,-0.235,0.465,-0.032,0.115,-0.075,0.136,-0.207,0.115
1943,1,0.495,0.551,-0.187,0.49,-0.046,0.115,-0.069,0.138,-0.202,0.114
1943,2,-0.003,0.844,-0.2,0.486,-0.035,0.114,-0.063,0.138,-0.195,0.111
1943,3,0.587,0.796,-0.116,0.449,-0.045,0.116,-0.082,0.136,-0.182,0.11
1943,4,-1.391,0.855,-0.171,0.339,-0.064,0.116,-0.076,0.134,-0.171,0.111
1943,5,0.597,1.006,-0.23,0.235,-0.086,0.12,-0.077,0.132,-0.156,0.111
1943,6,-0.188,0.388,-0.102,0.163,-0.109,0.125,-0.05,0.136,-0.149,0.111
1943,7,-0.374,0.231,-0.206,0.144,-0.089,0.129,-0.049,0.135,-0.147,0.112
1943,8,-0.98,0.374,-0.291,0.118,-0.073,0.13,-0.059,0.137,-0.145,0.111
1943,9,0.038,0.538,-0.489,0.112,-0.116,0.132,-0.07,0.138,-0.14,0.11
1943,10,-0.612,0.537,-0.505,0.157,-0.13,0.142,-0.073,0.139,-0.137,0.109
1943,11,-0.003,0.543,-0.464,0.227,-0.15,0.148,-0.068,0.138,-0.135,0.108
1943,12,0.605,0.569,-0.528,0.286,-0.137,0.15,-0.065,0.138,-0.127,0.108
1944,1,-0.748,0.307,-0.549,0.307,-0.175,0.154,-0.058,0.134,-0.125,0.106
1944,2,-1.023,0.208,-0.458,0.323,-0.191,0.153,-0.058,0.135,-0.126,0.107
1944,3,-1.792,0.197,-0.482,0.324,-0.199,0.154,-0.034,0.135,-0.121,0.106
1944,4,-1.583,0.207,-0.529,0.332,-0.234,0.156,-0.011,0.135,-0.117,0.105
1944,5,1.097,0.263,-0.54,0.332,-0.248,0.16,-0.01,0.138,-0.107,0.104
1944,6,-0.961,0.431,-0.553,0.318,-0.272,0.164,0.006,0.134,-0.1,0.104
1944,7,-0.624,0.522,-0.664,0.32,-0.269,0.162,0.003,0.134,-0.097,0.104
1944,8,0.108,0.597,-0.697,0.33,-0.277,0.173,-0.009,0.133,-0.09,0.104
1944,9,-0.245,0.557,-0.529,0.333,-0.284,0.177,-0.005,0.131,-0.09,0.103
1944,10,-1.176,0.712,-0.539,0.344,-0.287,0.181,-0.014,0.129,-0.094,0.103
1944,11,-0.142,0.539,-0.644,0.335,-0.285,0.186,-0.023,0.126,-0.091,0.104
1944,12,0.455,0.405,-0.517,0.321,-0.276,0.182,-0.033,0.124,-0.094,0.103
1945,1,-2.083,0.422,-0.497,0.32,-0.243,0.176,-0.026,0.124,-0.087,0.102
1945,2,-1.42,0.356,-0.488,0.295,-0.217,0.171,-0.038,0.124,-0.087,0.101
1945,3,0.226,0.356,-0.531,0.309,-0.209,0.173,-0.033,0.122,-0.077,0.101
1945,4,-1.707,0.462,-0.528,0.302,-0.229,0.178,-0.032,0.121,-0.072,0.101
1945,5,-0.164,0.276,-0.576,0.312,-0.231,0.184,-0.035,0.122,-0.077,0.101
1945,6,0.569,0.186,-0.764,0.331,-0.215,0.189,-0.034,0.124,-0.079,0.102
1945,7,-0.382,0.363,-0.552,0.329,-0.223,0.202,-0.043,0.123,-0.075,0.102
1945,8,0.22,0.287,-0.316,0.324,-0.243,0.213,-0.042,0.122,-0.076,0.101
1945,9,-0.767,0.805,-0.407,0.329,-0.279,0.225,-0.047,0.121,-0.075,0.101
1945,10,-1.136,0.582,-0.173,0.362,-0.234,0.228,-0.055,0.119,-0.078,0.101
1945,11,-0.725,0.635,-0.172,0.4,-0.222,0.241,-0.072,0.12,-0.082,0.101
1945,12,-1.795,0.623,-0.248,0.428,-0.196,0.253,-0.084,0.119,-0.079,0.1
1946,1,0.459,0.438,-0.247,0.431,-0.185,0.255,-0.085,0.119,-0.073,0.1
1946,2,1.412,0.227,-0.255,0.429,-0.176,0.257,-0.096,0.118,-0.072,0.099
1946,3,-0.872,0.363,-0.178,0.389,-0.176,0.256,-0.115,0.116,-0.068,0.097
1946,4,1.105,0.654,-0.064,0.371,-0.158,0.248,-0.152,0.116,-0.062,0.097
1946,5,-0.15,0.474,-0.059,0.338,-0.174,0.242,-0.164,0.116,-0.061,0.096
1946,6,-0.342,0.42,0.049,0.331,-0.187,0.237,-0.156,0.114,-0.052,0.096
1946,7,-0.375,0.413,-0.074,0.303,-0.146,0.231,-0.158,0.115,-0.054,0.096
1946,8,0.122,0.334,-0.203,0.366,-0.133,0.232,-0.163,0.115,-0.054,0.096
1946,9,0.16,0.485,-0.081,0.377,-0.105,0.233,-0.164,0.113,-0.049,0.095
1946,10,0.231,0.34,-0.098,0.367,-0.064,0.233,-0.16,0.112,-0.053,0.096
1946,11,-0.663,0.372,-0.016,0.36,-0.064,0.239,-0.152,0.112,-0.058,0.096
1946,12,-0.5,0.526,0.15,0.312,-0.039,0.233,-0.159,0.111,-0.056,0.094
1947,1,-1.012,0.137,0.263,0.271,-0.034,0.229,-0.138,0.111,-0.055,0.094
1947,2,-0.136,0.992,0.314,0.249,-0.032,0.22,-0.127,0.111,-0.061,0.093
1947,3,0.594,0.447,0.261,0.227,-0.013,0.211,-0.141,0.11,-0.058,0.092
1947,4,0.9,0.452,0.144,0.187,0.003,0.199,-0.137,0.111,-0.056,0.09
1947,5,0.834,0.338,0.25,0.172,-0.021,0.187,-0.137,0.111,-0.06,0.09
1947,6,1.644,0.386,0.297,0.143,-0.047,0.178,-0.153,0.108,-0.062,0.089
1947,7,0.981,0.234,0.378,0.189,0.005,0.171,-0.145,0.106,-0.061,0.088
1947,8,0.732,0.381,0.292,0.132,-0.012,0.17,-0.143,0.105,-0.065,0.088
1947,9,-0.474,0.326,0.113,0.112,-0.044,0.163,-0.127,0.105,-0.072,0.088
1947,10,-1.17,0.331,0.144,0.098,-0.042,0.158,-0.124,0.109,-0.072,0.088
1947,11,0.604,0.14,0.184,0.11,-0.034,0.162,-0.13,0.11,-0.07,0.088
1947,12,0.062,0.305,0.162,0.103,-0.037,0.163,-0.121,0.111,-0.068,0.087
1948,1,-0.035,0.593,0.104,0.105,-0.039,0.158,-0.13,0.111,-0.061,0.087
1948,2,-1.171,0.272,0.007,0.129,-0.048,0.157,-0.116,0.112,-0.054,0.087
1948,3,-1.556,0.322,0.051,0.146,-0.048,0.146,-0.096,0.116,-0.053,0.087
1948,4,1.273,0.834,0.184,0.157,-0.045,0.139,-0.08,0.123,-0.049,0.088
1948,5,1.321,0.283,0.055,0.152,-0.058,0.132,-0.077,0.132,-0.055,0.088
1948,6,1.378,0.552,0.036,0.161,-0.059,0.121,-0.069,0.137,-0.044,0.089
1948,7,0.286,0.236,0.181,0.13,-0.081,0.117,-0.067,0.138,-0.047,0.089
1948,8,-0.435,0.454,0.257,0.143,-0.119,0.113,-0.06,0.137,-0.052,0.089
1948,9,0.058,0.438,0.38,0.146,-0.115,0.106,-0.059,0.133,-0.06,0.09
1948,10,0.423,0.304,0.345,0.166,-0.174,0.095,-0.054,0.131,-0.069,0.09
1948,11,-0.939,0.204,0.329,0.2,-0.178,0.088,-0.057,0.125,-0.067,0.09
1948,12,-0.173,0.371,0.256,0.162,-0.175,0.084,-0.044,0.121,-0.066,0.089
1949,1,1.709,0.293,0.206,0.175,-0.141,0.08,-0.045,0.117,-0.07,0.089
1949,2,-0.266,0.3,0.261,0.169,-0.136,0.079,-0.031,0.117,-0.073,0.089
1949,3,-0.08,0.296,0.33,0.164,-0.129,0.075,-0.018,0.116,-0.057,0.089
1949,4,0.862,0.195,0.281,0.132,-0.087,0.071,0,0.115,-0.049,0.089
1949,5,1.123,0.436,0.227,0.111,-0.057,0.067,0.004,0.114,-0.055,0.09
1949,6,0.506,0.378,0.146,0.092,-0.045,0.063,0.018,0.113,-0.047,0.09
1949,7,-0.31,0.349,0.09,0.096,-0.007,0.065,0.027,0.11,-0.048,0.089
1949,8,0.217,0.229,-0.091,0.068,0.022,0.059,0.035,0.108,-0.055,0.09
1949,9,0.887,0.242,-0.223,0.085,0.002,0.057,0.04,0.105,-0.056,0.091
1949,10,-0.166,0.281,-0.428,0.097,0.013,0.057,0.031,0.1,-0.057,0.09
1949,11,-1.589,0.487,-0.498,0.108,0.012,0.057,0.031,0.098,-0.056,0.09
1949,12,-1.145,0.385,-0.507,0.105,-0.03,0.059,0.026,0.095,-0.054,0.09
1950,1,1.041,0.236,-0.523,0.095,-0.047,0.062,0.042,0.093,-0.056,0.089
1950,2,-2.437,0.292,-0.567,0.086,-0.069,0.065,0.052,0.092,-0.042,0.09
1950,3,-1.661,0.262,-0.705,0.093,-0.045,0.066,0.064,0.092,-0.037,0.09
1950,4,-1.601,0.292,-0.77,0.088,-0.018,0.064,0.062,0.09,-0.035,0.09
1950,5,0.283,0.332,-0.762,0.086,-0.029,0.064,0.054,0.089,-0.037,0.09
1950,6,0.4,0.451,-0.822,0.089,-0.027,0.064,0.055,0.09,-0.034,0.09
1950,7,-0.501,0.21,-0.982,0.096,-0.036,0.066,0.064,0.088,-0.036,0.09
1950,8,-0.317,0.168,-0.852,0.108,0.011,0.068,0.059,0.087,-0.035,0.09
1950,9,-0.765,0.326,-0.765,0.119,0.086,0.068,0.063,0.082,-0.031,0.09
1950,10,-0.952,0.239,-0.835,0.1,0.074,0.066,0.059,0.08,-0.034,0.09
1950,11,-1.485,0.226,-0.891,0.08,0.067,0.063,0.058,0.077,-0.04,0.09
1950,12,-1.873,0.215,-0.935,0.085,0.058,0.06,0.072,0.074,-0.036,0.089
1951,1,-0.872,0.178,-0.758,0.093,0.051,0.06,0.069,0.071,-0.032,0.09
1951,2,-0.876,0.408,-0.693,0.102,0.055,0.062,0.056,0.07,-0.043,0.09
1951,3,-0.625,0.268,-0.584,0.087,0.058,0.063,0.063,0.068,-0.049,0.09
1951,4,-2.436,0.227,-0.273,0.083,0.05,0.062,0.058,0.067,-0.059,0.091
1951,5,-0.385,0.536,-0.054,0.091,0.061,0.067,0.073,0.065,-0.063,0.091
1951,6,-0.128,0.314,0.118,0.088,0.099,0.069,0.073,0.064,-0.059,0.09
1951,7,1.622,0.371,0.298,0.088,0.056,0.072,0.066,0.062,-0.066,0.089
1951,8,0.457,0.308,0.507,0.066,0.071,0.069,0.062,0.062,-0.072,0.088
1951,9,0.548,0.224,0.508,0.048,0.069,0.072,0.068,0.061,-0.074,0.088
1951,10,2.77,0.152,0.837,0.085,0.064,0.075,0.054,0.061,-0.088,0.088
1951,11,1.144,0.247,0.933,0.08,0.071,0.077,0.047,0.06,-0.097,0.089
1951,12,0.198,0.201,0.871,0.092,0.075,0.073,0.052,0.058,-0.114,0.088
1952,1,1.287,0.246,0.732,0.119,0.088,0.07,0.055,0.058,-0.116,0.088
1952,2,1.624,0.29,0.648,0.099,0.102,0.073,0.041,0.056,-0.117,0.088
1952,3,-0.607,0.291,0.684,0.108,0.093,0.072,0.023,0.056,-0.123,0.087
1952,4,1.512,0.566,0.49,0.092,0.059,0.07,0.003,0.055,-0.125,0.088
1952,5,0.77,0.328,0.389,0.091,0.083,0.075,-0.014,0.057,-0.127,0.088
1952,6,-0.875,0.544,0.388,0.106,0.1,0.076,-0.03,0.059,-0.13,0.089
1952,7,-0.044,0.684,0.231,0.131,0.079,0.074,-0.041,0.06,-0.123,0.089
1952,8,-0.549,0.186,0.235,0.179,0.117,0.077,-0.045,0.062,-0.119,0.089
1952,9,0.973,0.11,0.533,0.206,0.172,0.078,-0.052,0.064,-0.119,0.09
1952,10,0.446,0.24,0.45,0.184,0.166,0.075,-0.05,0.067,-0.126,0.09
1952,11,-0.072,0.264,0.463,0.171,0.143,0.069,-0.054,0.068,-0.133,0.09
1952,12,0.193,0.459,0.603,0.114,0.148,0.075,-0.061,0.066,-0.132,0.091
1953,1,-0.595,0.477,0.595,0.088,0.166,0.076,-0.053,0.067,-0.137,0.092
1953,2,1.673,0.699,0.626,0.106,0.166,0.073,-0.045,0.068,-0.13,0.093
1953,3,2.961,0.296,0.563,0.113,0.173,0.073,-0.024,0.071,-0.134,0.094
1953,4,0.521,0.316,0.523,0.113,0.163,0.074,-0.023,0.074,-0.131,0.095
1953,5,0.924,0.491,0.504,0.12,0.173,0.074,-0.033,0.077,-0.135,0.098
1953,6,0.803,0.533,0.663,0.112,0.203,0.073,-0.038,0.079,-0.134,0.098
1953,7,-0.14,0.423,0.643,0.115,0.219,0.07,-0.045,0.083,-0.126,0.099
1953,8,-0.171,0.323,0.556,0.103,0.232,0.068,-0.044,0.087,-0.123,0.098
1953,9,0.207,0.193,0.291,0.118,0.241,0.065,-0.051,0.09,-0.126,0.096
1953,10,-0.029,0.278,0.294,0.125,0.291,0.068,-0.064,0.093,-0.12,0.094
1953,11,-0.304,0.492,0.348,0.122,0.324,0.068,-0.066,0.098,-0.115,0.092
1953,12,2.104,0.391,0.344,0.114,0.321,0.071,-0.068,0.101,-0.118,0.091
1954,1,-0.83,0.442,0.393,0.118,0.273,0.072,-0.082,0.103,-0.121,0.092
1954,2,0.627,0.327,0.494,0.107,0.259,0.071,-0.088,0.103,-0.118,0.092
1954,3,-0.222,0.464,0.506,0.094,0.265,0.073,-0.081,0.105,-0.104,0.092
1954,4,0.554,0.197,0.327,0.083,0.195,0.075,-0.088,0.108,-0.094,0.091
1954,5,1.578,0.281,0.341,0.077,0.151,0.074,-0.1,0.11,-0.105,0.091
1954,6,0.754,0.392,0.151,0.064,0.149,0.069,-0.099,0.111,-0.1,0.091
1954,7,0.449,0.293,0.202,0.069,0.116,0.069,-0.099,0.111,-0.102,0.091
1954,8,1.036,0.336,0.137,0.132,0.06,0.068,-0.1,0.112,-0.101,0.091
1954,9,0.349,0.485,0.295,0.144,0.044,0.07,-0.107,0.114,-0.102,0.089
1954,10,-2.167,0.276,0.084,0.141,-0.007,0.07,-0.1,0.111,-0.098,0.087
1954,11,-0.142,0.382,-0.137,0.129,-0.04,0.075,-0.089,0.11,-0.102,0.085
1954,12,-0.169,0.439,-0.145,0.14,-0.03,0.076,-0.074,0.111,-0.104,0.085
1955,1,-0.224,0.509,-0.131,0.159,-0.034,0.078,-0.087,0.109,-0.088,0.084
1955,2,-0.157,0.869,-0.246,0.14,-0.022,0.081,-0.047,0.112,-0.083,0.083
1955,3,1.677,0.293,-0.302,0.116,-0.06,0.088,-0.04,0.112,-0.088,0.082
1955,4,-1.972,0.223,-0.25,0.129,-0.081,0.095,-0.038,0.112,-0.09,0.081
1955,5,-1.075,0.428,-0.314,0.147,-0.078,0.096,-0.038,0.115,-0.094,0.082
1955,6,0.65,0.481,-0.304,0.128,-0.095,0.092,-0.034,0.114,-0.091,0.083
1955,7,0.626,0.178,-0.281,0.106,-0.07,0.098,-0.03,0.116,-0.088,0.081
1955,8,-0.349,0.228,-0.275,0.09,-0.101,0.1,-0.028,0.119,-0.087,0.081
1955,9,-0.325,0.288,-0.423,0.084,-0.135,0.105,-0.016,0.12,-0.085,0.079
1955,10,-1.546,0.355,-0.212,0.109,-0.12,0.113,-0.013,0.119,-0.078,0.077
1955,11,-0.908,0.307,0.014,0.122,-0.133,0.119,-0.008,0.12,-0.072,0.075
1955,12,-0.04,0.167,-0.07,0.119,-0.133,0.125,0.011,0.118,-0.067,0.074
1956,1,0.044,0.293,-0.223,0.151,-0.141,0.131,0.021,0.116,-0.065,0.074
1956,2,-0.083,0.622,-0.225,0.15,-0.143,0.136,0.01,0.116,-0.063,0.073
1956,3,-0.101,0.319,-0.125,0.146,-0.159,0.14,0.017,0.116,-0.061,0.074
1956,4,0.566,0.344,-0.117,0.14,-0.178,0.147,0.034,0.117,-0.065,0.073
1956,5,1.634,0.247,-0.162,0.127,-0.193,0.157,0.038,0.12,-0.065,0.074
1956,6,-0.356,0.558,-0.152,0.116,-0.234,0.169,0.039,0.119,-0.066,0.074
1956,7,-1.209,0.429,-0.215,0.114,-0.22,0.175,0.026,0.12,-0.058,0.074
1956,8,-0.382,0.257,-0.356,0.085,-0.247,0.175,0.019,0.12,-0.059,0.074
1956,9,0.882,0.244,-0.473,0.089,-0.23,0.173,0.016,0.12,-0.061,0.074
1956,10,-1.453,0.255,-0.651,0.067,-0.239,0.175,-0.017,0.12,-0.06,0.074
1956,11,-1.442,0.287,-0.888,0.074,-0.271,0.179,-0.042,0.121,-0.058,0.073
1956,12,0.076,0.311,-0.882,0.088,-0.273,0.181,-0.069,0.12,-0.059,0.072
1957,1,-0.716,0.154,-0.803,0.101,-0.286,0.179,-0.093,0.12,-0.059,0.073
1957,2,-1.767,0.452,-0.758,0.119,-0.302,0.183,-0.107,0.119,-0.051,0.073
1957,3,-1.508,0.355,-0.939,0.163,-0.306,0.187,-0.106,0.118,-0.06,0.073
1957,4,-1.566,0.112,-0.89,0.225,-0.26,0.18,-0.113,0.124,-0.069,0.074
1957,5,-1.21,0.357,-0.759,0.214,-0.261,0.18,-0.118,0.125,-0.075,0.074
1957,6,-0.293,0.313,-0.832,0.26,-0.249,0.185,-0.107,0.128,-0.079,0.074
1957,7,-0.256,0.568,-0.699,0.32,-0.252,0.183,-0.101,0.13,-0.083,0.074
1957,8,0.162,0.66,-0.566,0.324,-0.21,0.189,-0.095,0.129,-0.088,0.074
1957,9,-1.293,0.573,-0.362,0.334,-0.253,0.19,-0.111,0.131,-0.089,0.074
1957,10,-0.868,0.803,-0.116,0.382,-0.242,0.195,-0.128,0.131,-0.086,0.073
1957,11,0.128,0.502,-0.001,0.418,-0.22,0.196,-0.135,0.132,-0.089,0.072
1957,12,-0.798,0.789,0.087,0.455,-0.216,0.197,-0.143,0.131,-0.088,0.071
1958,1,0.887,0.909,0.057,0.459,-0.227,0.201,-0.143,0.133,-0.092,0.07
1958,2,-0.172,0.337,0.021,0.466,-0.223,0.207,-0.144,0.132,-0.094,0.07
1958,3,0.934,0.547,0.068,0.443,-0.205,0.204,-0.172,0.134,-0.09,0.071
1958,4,1.39,0.66,0.042,0.434,-0.189,0.204,-0.182,0.133,-0.099,0.071
1958,5,0.171,0.615,-0.071,0.532,-0.188,0.205,-0.192,0.133,-0.107,0.071
1958,6,0.757,0.677,-0.033,0.558,-0.181,0.204,-0.198,0.131,-0.11,0.071
1958,7,-0.609,0.667,-0.107,0.515,-0.177,0.203,-0.185,0.131,-0.113,0.072
1958,8,-0.27,0.746,-0.173,0.51,-0.211,0.204,-0.185,0.129,-0.11,0.072
1958,9,-0.738,0.35,-0.185,0.519,-0.206,0.205,-0.192,0.128,-0.105,0.073
1958,10,-1.171,0.747,-0.302,0.491,-0.223,0.207,-0.186,0.127,-0.107,0.073
1958,11,-1.231,1.194,-0.344,0.479,-0.249,0.211,-0.173,0.125,-0.103,0.073
1958,12,-0.349,1.094,-0.354,0.439,-0.243,0.214,-0.191,0.126,-0.101,0.073
1959,1,0.004,0.332,-0.333,0.397,-0.22,0.217,-0.196,0.128,-0.107,0.072
1959,2,-0.966,0.338,-0.304,0.338,-0.221,0.215,-0.204,0.127,-0.104,0.073
1959,3,0.787,0.403,-0.233,0.32,-0.232,0.216,-0.189,0.125,-0.095,0.074
1959,4,-0.004,0.376,-0.085,0.242,-0.228,0.216,-0.188,0.125,-0.097,0.074
1959,5,-0.338,0.307,0.003,0.154,-0.236,0.218,-0.214,0.125,-0.106,0.074
1959,6,0.632,0.525,0.078,0.134,-0.288,0.22,-0.218,0.125,-0.102,0.074
1959,7,-0.353,0.216,0.043,0.108,-0.303,0.222,-0.231,0.128,-0.1,0.073
1959,8,0.079,0.525,0.318,0.13,-0.273,0.218,-0.236,0.129,-0.099,0.074
1959,9,0.12,0.353,0.178,0.13,-0.257,0.216,-0.244,0.13,-0.103,0.073
1959,10,0.595,0.288,0.072,0.127,-0.219,0.22,-0.227,0.129,-0.098,0.072
1959,11,-0.17,0.251,0.119,0.135,-0.197,0.222,-0.235,0.128,-0.086,0.071
1959,12,0.548,0.341,0.139,0.112,-0.183,0.225,-0.234,0.13,-0.08,0.071
1960,1,-0.418,0.295,0.168,0.119,-0.169,0.219,-0.218,0.13,-0.081,0.071
1960,2,2.336,0.557,0.152,0.148,-0.168,0.21,-0.218,0.127,-0.074,0.071
1960,3,-0.893,0.498,0.202,0.151,-0.162,0.207,-0.241,0.127,-0.07,0.071
1960,4,-1.276,0.373,0.105,0.175,-0.174,0.198,-0.243,0.128,-0.059,0.069
1960,5,0.222,0.346,0.049,0.2,-0.192,0.206,-0.243,0.128,-0.058,0.07
1960,6,0.875,0.322,0.034,0.182,-0.192,0.198,-0.237,0.131,-0.065,0.07
1960,7,-0.005,0.423,0.093,0.176,-0.217,0.188,-0.239,0.13,-0.059,0.071
1960,8,-0.108,0.536,-0.281,0.162,-0.188,0.187,-0.233,0.129,-0.056,0.071
1960,9,0.714,0.325,-0.189,0.165,-0.21,0.187,-0.232,0.127,-0.052,0.071
1960,10,-0.571,0.35,-0.118,0.148,-0.243,0.176,-0.216,0.124,-0.045,0.07
1960,11,-0.837,0.287,-0.129,0.149,-0.252,0.167,-0.201,0.122,-0.04,0.07
1960,12,0.37,0.293,-0.204,0.162,-0.264,0.162,-0.206,0.123,-0.031,0.07
1961,1,0.284,0.2,-0.191,0.131,-0.229,0.159,-0.198,0.123,-0.03,0.07
